,Education,Marital_Status,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,FamilySize,Enrolled,Total
214,Graduation,Together,70951.0,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,38,2,10,1198
215,Graduation,Together,41443.0,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,3,11,0,46,3,9,482
216,UnderGraduate,Alone,52195.0,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,45,4,9,17
217,PostGraduated,Together,83790.0,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,3,11,0,75,2,10,1615
218,PostGraduated,Alone,44551.0,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,3,11,0,69,2,10,285
219,Graduation,Together,69508.0,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,3,11,0,43,3,11,1135
220,UnderGraduate,Together,45204.0,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,3,11,0,35,3,9,114
221,Graduation,Together,72460.0,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,3,11,0,54,2,10,1047
222,PostGraduated,Together,77622.0,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,3,11,0,53,4,9,714
223,PostGraduated,Together,30732.0,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,3,11,0,43,3,10,185
224,Graduation,Alone,63887.0,38,897,23,207,15,11,92,5,9,6,12,6,0,0,0,0,0,0,3,11,0,61,2,11,1245
225,Graduation,Together,42011.0,46,131,0,16,2,1,39,4,3,1,4,8,0,0,0,0,0,0,3,11,0,45,3,10,189
226,Graduation,Together,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0,47,3,11,576
227,Graduation,Alone,51537.0,27,787,20,204,0,0,92,3,2,2,11,8,0,0,0,0,0,0,3,11,0,71,2,11,1103
228,PostGraduated,Together,79930.0,72,792,86,740,67,51,17,1,3,5,8,2,0,0,0,0,0,0,3,11,0,51,2,11,1753
229,PostGraduated,Together,34320.0,66,4,1,9,3,0,0,1,1,0,2,8,0,0,0,0,0,0,3,11,0,37,3,9,17
230,Graduation,Alone,37070.0,30,231,7,137,4,15,39,9,5,1,8,7,0,0,0,0,0,0,3,11,1,57,3,10,433
231,UnderGraduate,Alone,81975.0,2,983,76,184,180,138,27,1,6,3,4,7,0,0,1,0,0,0,3,11,0,61,2,10,1588
232,Graduation,Together,38590.0,65,3,1,8,4,3,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,52,3,10,22
233,Graduation,Alone,15033.0,37,0,4,5,6,0,4,1,1,0,3,3,0,0,0,0,0,0,3,11,0,72,1,9,19
234,PostGraduated,Together,62745.0,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,3,11,0,58,3,10,1117
235,UnderGraduate,Together,22212.0,49,5,9,20,6,8,21,2,2,0,4,6,0,0,0,0,0,0,3,11,0,48,3,10,69
236,PostGraduated,Together,23661.0,46,18,0,4,0,0,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,41,3,10,23
237,PostGraduated,Alone,79761.0,32,415,5,124,15,35,11,1,5,2,11,3,0,0,0,0,0,0,3,11,0,65,2,10,605
238,Graduation,Alone,7500.0,54,5,3,10,12,7,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,50,2,10,57
239,UnderGraduate,Alone,60182.0,23,8,0,5,7,0,2,1,1,0,2,4,0,0,0,0,0,0,3,11,0,130,2,9,22
240,Graduation,Alone,73455.0,98,901,61,757,186,163,20,1,6,5,10,3,0,1,0,0,0,0,3,11,0,55,1,10,2088
241,Graduation,Together,64961.0,97,382,114,276,75,124,38,2,6,4,4,3,0,0,0,0,0,0,3,11,0,65,3,11,1009
242,Graduation,Alone,22804.0,75,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,3,11,0,52,2,10,26
243,Graduation,Together,73687.0,8,559,153,503,218,13,181,1,3,9,9,2,0,0,0,1,0,0,3,11,1,33,2,10,1627
244,Graduation,Together,61074.0,37,789,0,133,0,28,152,7,11,5,8,7,0,0,0,0,0,0,3,11,0,65,3,11,1102
245,PostGraduated,Together,31686.0,31,11,0,5,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,59,4,9,17
246,Graduation,Together,80134.0,40,1218,16,272,104,0,80,2,5,3,6,6,0,1,1,1,0,0,3,11,1,51,3,10,1690
247,Graduation,Together,75027.0,74,925,64,179,133,12,77,2,9,4,6,5,0,0,0,0,0,0,3,11,0,70,3,10,1390
248,PostGraduated,Together,67546.0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,3,11,0,35,2,11,2126
249,PostGraduated,Together,65176.0,57,960,28,183,220,70,70,4,9,6,6,6,0,0,0,0,0,0,3,11,0,54,3,11,1531
250,PostGraduated,Alone,31160.0,59,16,3,25,6,1,13,2,2,0,3,8,0,0,0,0,0,0,3,11,0,48,2,10,64
251,Graduation,Alone,29938.0,52,3,3,7,0,2,11,2,1,0,3,6,0,0,0,0,0,0,3,11,0,38,2,10,26
252,Graduation,Alone,102692.0,5,168,148,444,32,172,148,1,6,9,13,2,0,1,1,1,1,0,3,11,1,49,1,10,1112
253,UnderGraduate,Together,26490.0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,3,11,0,65,2,11,210
254,Graduation,Together,75702.0,77,650,28,353,45,42,30,5,4,6,11,8,0,0,0,0,0,0,3,11,0,56,4,11,1148
255,PostGraduated,Alone,30899.0,35,24,0,8,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,49,2,11,33
256,PostGraduated,Together,63342.0,48,918,21,118,13,10,21,3,8,3,5,6,0,1,0,0,0,0,3,11,0,62,3,11,1101
257,Graduation,Alone,45989.0,97,138,33,87,28,24,12,4,3,2,7,3,0,0,0,0,0,0,3,11,0,59,2,11,322
258,Graduation,Alone,18701.0,95,12,4,2,10,6,10,4,2,0,4,5,0,0,0,0,0,0,3,11,0,59,3,10,44
259,PostGraduated,Alone,40737.0,24,11,0,4,0,0,2,1,1,0,2,8,0,0,0,0,0,0,3,11,0,66,4,10,17
260,Graduation,Alone,15287.0,60,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,0,3,11,1,44,2,11,31
261,PostGraduated,Alone,69674.0,46,554,41,215,11,0,24,3,10,2,10,5,0,0,0,0,0,0,3,11,0,55,3,10,845
262,PostGraduated,Together,44159.0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,3,11,0,53,3,9,275
263,PostGraduated,Together,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,45,3,11,25
264,PostGraduated,Together,43776.0,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,0,3,11,1,71,4,10,275
265,PostGraduated,Together,38179.0,30,38,4,22,4,2,20,4,3,1,3,7,0,0,0,0,0,0,3,11,0,57,4,10,90
266,Graduation,Together,80124.0,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,60,2,9,1495
267,PostGraduated,Together,38097.0,70,77,2,35,0,1,69,4,3,2,2,7,1,0,0,0,0,0,3,11,1,53,4,11,184
268,Graduation,Together,72940.0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,3,11,0,53,2,10,981
269,Graduation,Together,22070.0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,3,11,0,53,3,10,67
270,Graduation,Alone,69267.0,31,778,44,499,95,73,146,2,3,4,5,7,0,0,0,0,0,0,3,11,1,70,1,11,1635
271,PostGraduated,Alone,31788.0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,1,3,11,0,40,2,9,60
272,PostGraduated,Together,61905.0,2,167,0,43,6,2,13,2,4,2,4,5,0,0,0,0,0,0,3,11,0,48,3,9,231
273,Graduation,Together,29315.0,55,13,2,14,8,7,4,4,2,0,4,6,0,0,0,0,0,0,3,11,0,63,4,9,48
274,Graduation,Alone,33378.0,38,33,6,40,3,7,10,3,2,0,4,7,0,0,0,0,0,0,3,11,0,60,3,10,99
275,PostGraduated,Together,66313.0,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,3,11,0,60,3,10,770
276,Graduation,Alone,60714.0,56,216,162,224,101,92,162,2,7,4,10,5,0,0,0,0,0,0,3,11,1,67,1,10,957
277,PostGraduated,Together,77882.0,29,68,129,396,188,22,15,1,3,3,5,1,0,0,0,0,0,0,3,11,0,42,2,9,818
278,PostGraduated,Alone,69867.0,30,196,0,512,33,130,54,1,3,5,8,1,0,0,0,1,0,0,3,11,1,37,1,10,925
279,PostGraduated,Alone,63841.0,64,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,3,11,0,55,2,10,908
280,UnderGraduate,Together,24480.0,46,4,19,9,28,25,17,3,3,0,4,7,0,0,0,0,0,0,3,11,0,42,3,10,102
281,Graduation,Together,51369.0,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,3,11,0,47,3,11,576
282,Graduation,Together,37760.0,20,84,5,38,150,12,28,2,4,1,6,7,0,0,0,0,0,0,3,11,0,77,2,11,317
283,PostGraduated,Together,65640.0,74,204,7,149,20,15,66,1,5,1,8,2,0,0,0,0,0,0,3,11,0,49,3,9,461
284,PostGraduated,Together,44319.0,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,3,11,0,48,4,9,37
285,Graduation,Together,30631.0,75,15,6,20,4,5,20,1,3,1,2,7,0,0,0,0,0,0,3,11,0,49,3,10,70
286,Graduation,Together,75278.0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,3,11,0,71,2,10,930
287,PostGraduated,Together,50898.0,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,3,11,0,67,4,10,859
288,Graduation,Alone,79946.0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,3,11,0,57,1,9,1478
289,PostGraduated,Alone,35416.0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,3,11,0,74,1,10,390
290,UnderGraduate,Together,32414.0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,3,11,0,39,2,10,52
291,Graduation,Together,38361.0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,3,11,0,54,3,10,137
292,Graduation,Together,82497.0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,3,11,0,43,2,11,1919
293,Graduation,Together,16626.0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,3,11,0,52,4,9,68
294,Graduation,Together,29672.0,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,3,11,0,58,4,10,25
295,PostGraduated,Together,55951.0,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,3,11,0,71,3,11,1374
296,UnderGraduate,Alone,35388.0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,3,11,0,35,2,10,32
297,PostGraduated,Together,42386.0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,3,11,0,37,3,10,100
298,Graduation,Alone,68627.0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,3,11,0,41,1,10,825
299,PostGraduated,Alone,57912.0,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,3,11,0,58,2,9,916
300,Graduation,Alone,35246.0,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,3,11,0,65,3,9,62
301,UnderGraduate,Together,58821.0,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,3,11,0,67,3,10,728
302,PostGraduated,Together,46377.0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,3,11,0,45,3,9,90
303,Graduation,Alone,39747.0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,3,11,0,35,2,9,273
304,Graduation,Together,23976.0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,3,11,0,39,3,10,66
305,PostGraduated,Together,80950.0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,3,11,0,62,2,10,1213
306,Graduation,Alone,27038.0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,3,11,1,57,1,11,107
307,Graduation,Alone,77457.0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,3,11,0,76,1,9,1157
308,PostGraduated,Together,64100.0,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,3,11,0,59,3,10,546
309,PostGraduated,Together,42670.0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,3,11,0,31,2,10,241
310,Graduation,Alone,12571.0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,3,11,0,47,2,9,53
311,Graduation,Together,22574.0,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,56,5,10,37
313,PostGraduated,Alone,70893.0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,3,11,0,47,1,10,1508
314,Graduation,Together,54198.0,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,3,11,0,57,4,10,235
315,PostGraduated,Together,28839.0,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,3,11,0,67,4,9,32
316,Graduation,Together,40321.0,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,3,11,0,51,4,10,102
317,Graduation,Alone,66503.0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,3,11,0,38,2,11,401
318,Graduation,Together,30833.0,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,3,11,0,72,4,10,28
320,Graduation,Together,64795.0,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,3,11,0,52,3,10,680
321,Graduation,Together,34421.0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,3,11,0,49,3,10,30
322,PostGraduated,Alone,47025.0,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,3,11,0,58,3,9,20
323,PostGraduated,Alone,64325.0,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,3,11,0,62,2,10,1307
324,Graduation,Alone,40464.0,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,3,11,0,70,2,10,630
325,Graduation,Together,62187.0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,3,11,0,66,2,10,1283
326,PostGraduated,Alone,14849.0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,3,11,0,47,2,10,65
327,Graduation,Together,27255.0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,39,3,10,37
328,PostGraduated,Together,54432.0,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,3,11,0,73,5,10,38
329,PostGraduated,Alone,29999.0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,3,11,0,37,2,10,160
330,Graduation,Alone,24072.0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,3,11,0,40,2,10,23
331,PostGraduated,Alone,33996.0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,3,11,0,34,1,10,71
332,PostGraduated,Together,66334.0,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,3,11,1,67,3,10,1161
333,PostGraduated,Together,35178.0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,3,11,1,52,3,10,59
334,Graduation,Together,22010.0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,3,11,0,40,3,10,33
335,Graduation,Alone,62204.0,38,317,46,247,151,46,139,1,4,5,12,3,0,0,0,0,0,0,3,11,0,63,3,11,946
336,Graduation,Alone,75693.0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,3,11,1,55,1,11,1442
337,Graduation,Together,30675.0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,3,11,0,51,3,11,62
338,Graduation,Together,83003.0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,3,11,1,58,2,10,1674
339,PostGraduated,Together,83532.0,36,755,144,562,104,64,224,1,4,6,4,1,0,0,1,0,0,0,3,11,0,124,2,10,1853
340,Graduation,Alone,68655.0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,3,11,0,35,1,11,1538
341,Graduation,Alone,41411.0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,3,11,0,37,1,10,139
342,PostGraduated,Together,55212.0,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,3,11,0,54,3,11,1182
343,PostGraduated,Together,59292.0,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,3,11,0,73,3,10,507
344,UnderGraduate,Together,27190.0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,3,11,1,50,3,10,18
345,Graduation,Alone,82623.0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,3,11,0,71,1,10,940
346,Graduation,Together,44300.0,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,3,11,0,58,4,10,42
347,Graduation,Alone,84835.0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,3,11,1,53,1,9,1190
348,Graduation,Alone,30372.0,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,3,11,0,52,3,11,44
349,PostGraduated,Together,33181.0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,3,11,0,47,3,9,16
350,Graduation,Together,71113.0,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,3,11,0,66,3,10,835
351,Graduation,Together,71952.0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,3,11,0,37,3,10,1443
352,PostGraduated,Alone,69759.0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,3,11,1,57,1,10,1029
353,Graduation,Together,72099.0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,3,11,0,49,2,11,1188
354,PostGraduated,Alone,60000.0,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,3,11,0,47,2,11,1277
355,Graduation,Alone,38643.0,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,3,11,0,45,3,10,49
356,Graduation,Together,50737.0,61,78,0,11,0,0,10,1,2,0,4,6,0,1,0,0,0,0,3,11,0,68,3,10,99
357,PostGraduated,Together,68462.0,6,561,64,785,84,128,48,1,3,3,8,1,0,0,0,0,0,0,3,11,0,54,2,11,1670
358,PostGraduated,Together,65073.0,65,629,17,177,69,0,8,1,5,3,5,2,0,0,0,0,0,1,3,11,0,80,2,10,900
359,PostGraduated,Together,46681.0,52,269,15,69,15,19,38,2,4,6,4,5,0,0,0,0,0,0,3,11,0,75,4,10,425
360,Graduation,Together,78618.0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,3,11,0,66,2,11,2153
361,PostGraduated,Alone,62187.0,38,512,0,83,0,0,41,3,6,2,10,4,0,0,0,0,0,0,3,11,0,54,2,9,636
362,Graduation,Together,28442.0,53,19,3,10,11,8,6,3,2,1,4,4,0,0,0,0,0,0,3,11,0,45,4,9,57
363,PostGraduated,Together,37717.0,31,9,0,6,4,1,5,1,1,0,2,9,0,0,0,0,0,0,3,11,0,45,3,11,25
364,Graduation,Together,51479.0,67,247,8,160,6,8,65,7,6,3,6,7,0,0,0,0,0,0,3,11,0,56,4,11,494
365,Graduation,Alone,54803.0,65,404,0,92,28,27,142,2,6,2,9,4,0,0,0,0,0,0,3,11,0,54,2,11,693
366,Graduation,Together,79530.0,64,333,0,815,129,42,29,1,4,10,11,2,0,0,0,0,0,0,3,11,0,63,2,10,1348
367,Graduation,Alone,31615.0,82,2,3,20,6,11,9,2,2,0,3,7,0,0,0,0,0,0,3,11,0,47,2,10,51
368,Graduation,Together,72025.0,27,833,33,549,151,133,233,1,4,3,8,3,0,0,0,0,0,0,3,11,0,61,2,11,1932
369,PostGraduated,Alone,52614.0,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,3,11,0,48,2,11,990
370,UnderGraduate,Together,35684.0,66,10,4,7,0,6,3,1,1,0,3,6,0,0,0,0,0,0,3,11,0,39,3,9,30
371,Graduation,Together,48178.0,69,159,4,45,6,2,38,6,5,1,4,8,0,0,0,0,0,0,3,11,0,48,4,11,254
372,PostGraduated,Alone,29548.0,52,7,1,6,3,1,11,1,1,1,2,4,1,0,0,0,0,0,3,11,0,53,2,10,29
373,Graduation,Alone,63810.0,45,977,12,253,16,12,101,4,4,3,12,8,0,1,0,0,0,0,3,11,0,57,2,11,1371
374,PostGraduated,Alone,38578.0,2,38,4,22,3,3,3,3,3,0,3,8,0,0,0,0,0,0,3,11,1,51,3,10,73
375,PostGraduated,Alone,46098.0,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,3,11,0,48,3,11,120
376,Graduation,Alone,22585.0,23,3,9,15,13,2,39,1,1,1,2,9,1,0,0,0,0,0,3,11,1,53,1,10,81
377,Graduation,Alone,30279.0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,3,11,0,34,2,11,37
378,PostGraduated,Together,66426.0,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,3,11,0,62,3,10,1377
379,Graduation,Alone,30822.0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,3,11,0,54,2,10,51
380,PostGraduated,Together,33581.0,38,11,0,5,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,54,4,10,17
381,Graduation,Together,19986.0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,3,11,0,38,3,10,22
382,Graduation,Alone,27421.0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,3,11,0,69,1,11,324
383,UnderGraduate,Together,35688.0,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,3,11,0,50,5,11,211
384,PostGraduated,Alone,36143.0,33,12,0,1,0,0,6,1,0,1,2,3,0,0,0,0,0,0,3,11,0,42,2,9,19
385,Graduation,Alone,10245.0,32,4,7,7,6,4,13,3,1,2,2,5,0,0,0,0,0,0,3,11,0,52,2,10,41
386,PostGraduated,Together,43795.0,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,0,3,11,1,55,3,10,492
387,Graduation,Together,63381.0,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,3,11,0,63,3,11,1005
388,Graduation,Together,38823.0,56,70,0,11,2,8,23,1,2,1,3,6,0,0,0,0,0,0,3,11,0,74,3,11,114
389,PostGraduated,Alone,83664.0,57,866,21,151,28,21,86,3,2,2,12,5,0,0,0,0,0,0,3,11,0,55,3,10,1173
390,Graduation,Together,90300.0,7,594,134,786,33,134,57,0,5,6,8,1,0,0,1,0,0,0,3,11,0,44,2,9,1738
391,PostGraduated,Together,62499.0,0,140,4,61,0,13,4,2,3,1,6,4,0,0,0,0,0,0,3,11,0,44,3,10,222
392,Graduation,Alone,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,3,11,0,30,1,9,1127
393,PostGraduated,Together,51012.0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,3,11,0,77,2,10,209
394,PostGraduated,Together,70777.0,80,554,35,113,0,7,78,3,5,3,12,3,0,0,0,0,0,0,3,11,0,55,3,9,787
395,PostGraduated,Together,68682.0,56,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,3,11,0,32,2,10,1598
396,Graduation,Together,43824.0,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,3,11,0,52,4,11,186
397,Graduation,Together,15345.0,51,5,2,16,3,2,19,2,1,1,2,8,0,0,0,0,0,0,3,11,1,39,3,11,47
398,Graduation,Alone,23442.0,71,2,0,6,8,6,5,1,1,0,3,7,0,0,0,0,0,0,3,11,0,36,2,11,27
399,UnderGraduate,Together,14515.0,71,6,4,9,6,36,35,4,2,2,3,7,0,0,0,0,0,0,3,11,1,43,3,11,96
400,UnderGraduate,Alone,31395.0,80,23,1,25,0,8,7,4,2,1,3,6,0,0,0,0,0,0,3,11,0,67,3,10,64
401,Graduation,Together,75276.0,2,610,105,125,137,42,21,1,9,4,9,5,0,0,0,0,0,0,3,11,0,58,2,11,1040
402,Graduation,Alone,42373.0,83,67,5,61,3,8,19,5,2,1,5,5,0,0,0,0,0,0,3,11,0,49,3,10,163
403,Graduation,Together,30507.0,29,65,36,74,38,20,110,1,5,1,4,7,0,0,0,0,0,0,3,11,0,63,2,10,343
404,PostGraduated,Alone,55521.0,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,0,3,11,1,68,4,10,446
405,Graduation,Together,48006.0,55,23,0,11,3,2,2,1,1,0,3,6,0,0,0,0,0,0,3,11,0,58,4,9,41
406,PostGraduated,Alone,27213.0,19,19,3,26,10,9,3,3,2,0,4,8,0,0,0,0,0,0,3,11,1,51,2,11,70
407,PostGraduated,Alone,65808.0,1,155,7,80,13,7,10,3,5,1,5,6,0,0,0,0,0,0,3,11,0,52,3,9,272
408,PostGraduated,Together,30351.0,19,14,0,24,3,3,2,1,3,0,2,9,0,0,0,0,0,0,3,11,0,49,3,10,46
409,Graduation,Together,50437.0,28,370,9,92,6,9,4,3,7,1,8,7,0,0,0,0,0,0,3,11,0,60,4,11,490
410,UnderGraduate,Alone,23616.0,76,4,22,11,3,7,32,2,3,0,3,8,0,0,0,0,0,0,3,11,1,41,2,11,79
411,Graduation,Together,53858.0,50,407,53,221,58,150,26,4,4,3,6,4,0,0,0,0,0,0,3,11,0,47,3,11,915
412,PostGraduated,Together,66465.0,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,0,1,0,0,3,11,0,68,3,10,1485
413,Graduation,Alone,46923.0,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,3,11,0,36,2,11,369
414,Graduation,Together,75072.0,83,583,34,309,0,22,125,2,5,4,8,3,0,0,0,0,0,0,3,11,0,61,3,10,1073
415,PostGraduated,Together,75865.0,73,483,0,591,156,0,12,1,3,5,10,1,0,0,0,0,0,0,3,11,0,80,2,9,1242
416,UnderGraduate,Together,19789.0,24,2,5,9,28,6,28,3,2,1,3,5,1,0,0,0,0,0,3,11,0,48,3,10,78
417,Graduation,Together,80134.0,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,3,11,0,29,2,9,1378
418,Graduation,Alone,91065.0,33,822,114,108,179,137,114,1,7,9,9,3,0,0,1,1,0,0,3,11,1,42,1,10,1474
419,PostGraduated,Together,49505.0,4,604,0,100,19,0,28,9,10,2,8,8,0,0,0,0,0,0,3,11,0,52,4,10,751
420,PostGraduated,Together,37401.0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,3,11,0,50,3,9,48
421,Graduation,Together,30096.0,30,5,3,11,12,5,9,1,2,0,3,6,0,0,0,0,0,0,3,11,0,40,3,9,45
